GA00071225394	GA00974685019
GA00942438648	
GA00942440162	
GA00942440340	
GA00942440618	
GA00942442106	GA00976871170
GA00942443455	GA00988987107
GA00942443900	
GA00942446004	GA00928891275
GA00942446748	GA00975965600
GA00942447353	GA00989198327
GA00942449496	GA00989210882
GA00942452438	
GA00942453221	
GA00942453787	
GA00942453876	
GA00942453965	
GA00942455364	
GA00942455453	GA00911807106
GA00942457219	
GA00942457308	
GA00942458568	
GA00942459084	GA00933672174
GA00942459173	
GA00942459262	GA00937999178
GA00942459718	
GA00942461054	
GA00942462492	
GA00942463464	
GA00942464347	GA00979112300
GA00942464436	GA00992759828
GA00942464525	
GA00942465041	
GA00942465130	
GA00942471386	
GA00942471831	
GA00942472080	
GA00942474024	GA00979152116
GA00942475918	GA00979344996
GA00942478844	
GA00942488076	GA00988988154
GA00942489870	
GA00942491107	GA00938396426
GA00942493894	GA00986443835
GA00942495382	
GA00942497415	
GA00942497792	GA00993288527
GA00942498209	
GA00942498586	GA00965060340
GA00942499558	GA00994906135
GA00942499647	
GA00942501064	
GA00942502680	
GA00942502958	
GA00942503385	
GA00942504446	
GA00942504624	
GA00942505051	GA00989257188
GA00942506112	GA00936946704
GA00942506767	
GA00942508344	
GA00942509227	
GA00942509871	
GA00942510969	GA00983391028
GA00942512457	GA00929555163
GA00942512902	
GA00942513607	GA00961058856
GA00942513895	
GA00942516088	GA00989182455
GA00942516177	
GA00942516266	GA00989205498
GA00942516800	GA00976948394
GA00942517505	GA00912243966
GA00942517882	
GA00942518110	
GA00942519192	
GA00942520468	
GA00942521340	
GA00942524544	GA00983738478
GA00942524900	
GA00942525249	
GA00942525427	GA00989722824
GA00942525605	
GA00942525893	
GA00942526598	GA00979908539
GA00942527837	
GA00942528086	
GA00942528175	
GA00942528531	GA00989131982
GA00942530234	GA00989163337
GA00942530412	GA00988828963
GA00942530501	
GA00942531117	GA00989252844
GA00942533071	GA00917780846
GA00942533438	
GA00942534310	
GA00942534787	
GA00942535759	
GA00942535937	GA00930100102
GA00942536275	
GA00942536909	
GA00942537069	GA00991436553
GA00942537158	
GA00942539479	GA00962190391
GA00942540833	
GA00942541082	
GA00942542321	
GA00942542887	
GA00942542976	GA00942542887
GA00942543492	
GA00942545258	GA00988942553
GA00942548729	GA00977388864
GA00942552742	
GA00942553080	
GA00942553447	
GA00942553536	
GA00942553625	
GA00942554052	
GA00942555490	GA00989223739
GA00942556640	GA00988933562
GA00942558694	
GA00942560575	
GA00942561636	
GA00942562241	
GA00942565623	
GA00942568827	
GA00942570430	
GA00942572662	GA00974378663
GA00942573456	
GA00942573634	
GA00942574606	
GA00942575777	GA00989175769
GA00942576005	
GA00942576749	
GA00942578415	
GA00942578970	GA00993373370
GA00942580851	
GA00942581645	
GA00942587031	
GA00942589085	
GA00942590172	GA00966840528
GA00942591322	GA00980748669
GA00942591799	GA00963457774
GA00942593287	
GA00942593821	
GA00942594259	GA00966723874
GA00942594615	
GA00942595042	GA00982523257
GA00942595220	
GA00942596103	
GA00942599951	
GA00942601379	
GA00942603789	
GA00942603878	
GA00942604106	
GA00942604939	GA00915741304
GA00942605455	
GA00942606249	
GA00942610807	GA00990630615
GA00942613466	GA00917537534
GA00942614616	
GA00942615221	
GA00942616570	GA00989242237
GA00942618425	
GA00942622805	
GA00942623232	GA00889214422
GA00942624204	GA00989223461
GA00942625286	GA00988016233
GA00942628846	
GA00942629451	
GA00942629540	GA00989199366
GA00942631154	
GA00942631332	
GA00942632215	
GA00942633475	
GA00942634269	GA00979913095
GA00942634625	GA00989276921
GA00942635052	
GA00942635974	
GA00942638434	
GA00942638523	
GA00942639961	
GA00942640781	GA00989222643
GA00942643896	
GA00942646178	
GA00942646267	
GA00942648588	GA00985586578
GA00942649827	
GA00942650647	GA00989040707
GA00942652968	GA00989036963
GA00942654723	
GA00942655983	
GA00942657749	GA00989163884
GA00942658087	GA00925983608
GA00942658265	
GA00942658532	
GA00942659504	GA00966525576
GA00942659792	GA00971013109
GA00942665393	GA00932607786
GA00942665849	
GA00942666543	
GA00942668775	
GA00942669003	
GA00942669658	
GA00942669836	GA00976516575
GA00942671172	GA00933499499
GA00942674643	
GA00942676220	
GA00942681038	
GA00942681305	
GA00942682387	GA00935692113
GA00942682476	
GA00942683081	GA00984414307
GA00942684509	
GA00942687168	
GA00942687257	
GA00942687346	
GA00942691092	
GA00942691270	
GA00942694741	
GA00942696329	
GA00942696884	
GA00942699344	
GA00942699700	GA00960188837
GA00942700601	GA00939572058
GA00942702388	
GA00942704232	GA00956761492
GA00942705670	
GA00942706731	
GA00942710399	
GA00942711549	
GA00942713126	
GA00942713959	GA00989169629
GA00942714009	
GA00942714564	
GA00942714742	
GA00942716141	
GA00942717202	GA00980401391
GA00942721870	
GA00942722397	GA00991826203
GA00942722842	
GA00942723458	
GA00942731825	GA00889059362
GA00942731914	
GA00942732252	GA00980120155
GA00942732430	GA00984205619
GA00942735456	
GA00942736061	GA00989139746
GA00942747454	GA00961043654
GA00942751478	
GA00942751656	
GA00942752350	
GA00942754493	
GA00942757220	GA00974501252
GA00942762038	
GA00942763298	
GA00942763654	
GA00942764081	
GA00942767285	
GA00942767641	GA00987532319
GA00942770871	
GA00942772548	GA00929909127
GA00942772637	
GA00942773986	
GA00942776357	
GA00942776446	
GA00942776624	GA00918742425
GA00942777051	GA00989195972
GA00942780559	
GA00942781997	
GA00942784813	
GA00942787839	
GA00942787928	
GA00942791763	GA00889266422
GA00942791941	
GA00942793162	GA00918260315
GA00942799659	
GA00942799748	GA00919426233
GA00942802315	
GA00942803753	GA00937912595
GA00942805519	
GA00942805608	GA00989209531
GA00942805985	GA00938737797
GA00942806213	
GA00942808178	GA00989088351
GA00942808356	GA00930768871
GA00942809239	
GA00942810415	
GA00942810792	GA00940820162
GA00942810970	
GA00942811209	
GA00942813708	
GA00942814224	
GA00942815484	
GA00942816901	
GA00942817061	GA00982754720
GA00942818033	
GA00942820658	GA00985851034
GA00942822235	GA00975779351
GA00942822979	
GA00942823495	
GA00942823584	
GA00942823762	
GA00942823851	
GA00942824378	GA00942464347
GA00942824556	GA00984242859
GA00942824823	
GA00942825250	
GA00942825528	
GA00942826400	
GA00942827016	GA00889143762
GA00942827482	
GA00942827571	
GA00942828365	
GA00942828632	
GA00942830068	
GA00942831595	
GA00942832001	
GA00942834144	
GA00942836554	
GA00942836821	
GA00942837070	
GA00942840012	
GA00942840101	
GA00942840667	
GA00942840845	
GA00942841728	
GA00942842511	
GA00942843127	
GA00942843682	
GA00942843771	
GA00942844654	
GA00942845715	GA00915518389
GA00942845804	GA00925509485
GA00942849990	
GA00942850999	GA00959514887
GA00942851693	
GA00942852010	GA00989269372
GA00942854897	
GA00942855303	
GA00942855869	
GA00942858795	
GA00942858973	
GA00942861559	
GA00942867689	GA00989269348
GA00942872208	
GA00942874618	GA00992238194
GA00942878338	
GA00942878427	
GA00942878893	
GA00942880774	GA00989200984
GA00942880952	
GA00942881479	GA00942881657
GA00942881657	GA00943582815
GA00942882084	GA00935464307
GA00942883978	GA00990637849
GA00942884117	GA00989218999
GA00942885377	GA00982749603
GA00942888104	GA00969039591
GA00942888937	GA00989211560
GA00942890095	
GA00942890818	
GA00942890907	
GA00942891156	
GA00942893477	
GA00942893566	
GA00942894171	
GA00942894716	GA00971055871
GA00942895054	
GA00942896115	
GA00942896204	
GA00942897375	GA00992801514
GA00942900309	
GA00942901658	
GA00942904673	
GA00942906439	GA00989210491
GA00942907788	
GA00942910819	
GA00942910908	
GA00942911513	
GA00942912218	GA00980402053
GA00942912595	GA00991032460
GA00942912862	
GA00942913567	
GA00942915977	GA00964594368
GA00942917554	
GA00942918259	
GA00942920784	
GA00942921101	
GA00942921934	
GA00942924216	GA00989233327
GA00942924593	
GA00942924771	
GA00942926626	
GA00942927509	
GA00942927797	
GA00942929463	
GA00942929552	
GA00942929641	GA00978637159
GA00942931700	
GA00942932049	
GA00942937563	
GA00942942192	
GA00942942737	GA00979450753
GA00942945019	
GA00942945752	
GA00942947240	
GA00942949472	
GA00942950292	
GA00942952147	
GA00942958099	
GA00942958455	GA00955516850
GA00942958722	
GA00942958900	
GA00942959338	
GA00942962568	
GA00942963718	
GA00942964323	
GA00942964412	
GA00942965583	
GA00942966555	GA00989187821
GA00942968043	
GA00942968787	GA00988903361
GA00942968876	
GA00942970757	
GA00942971273	GA00989110675
GA00942971818	
GA00942972334	
GA00942973217	GA00991997121
GA00942975449	
GA00942975627	GA00989187295
GA00942978464	
GA00942979991	
GA00942981694	
GA00942984154	GA00989025805
GA00942984243	
GA00942985770	
GA00942986009	GA00930761303
GA00942986475	
GA00942987080	GA00990980721
GA00942987269	GA00879220602
GA00942988419	
GA00942988508	
GA00942989202	GA00988919268
GA00942989679	
GA00942989946	
GA00942990855	GA00976783093
GA00942990944	
GA00942994931	
GA00942998651	
GA00942998740	
GA00943000115	
GA00943001375	
GA00943001731	GA00971464208
GA00943001820	
GA00943002169	
GA00943006245	
GA00943006989	
GA00943007128	
GA00943009260	
GA00943012113	
GA00943012768	
GA00943013918	
GA00943016577	
GA00943018243	GA00976741927
GA00943019681	
GA00943019770	GA00989083104
GA00943020035	GA00929363833
GA00943022356	
GA00943023883	GA00980387267
GA00943025738	
GA00943026165	
GA00943030278	GA00989041185
GA00943030367	GA00987642076
GA00943030634	GA00936654347
GA00943030901	
GA00943032300	
GA00943035504	
GA00943036209	GA00989032844
GA00943043515	
GA00943043981	
GA00943044309	
GA00943044775	GA00930840637
GA00943045291	
GA00943045836	
GA00943045925	GA00989224077
GA00943046441	GA00989176935
GA00943048584	GA00948506122
GA00943048762	
GA00943049289	GA00988971987
GA00943049467	
GA00943053391	
GA00943056307	GA00916212089
GA00943060797	
GA00943061114	
GA00943061203	GA00934332075
GA00943061947	
GA00943062641	
GA00943064229	
GA00943066450	GA00940954894
GA00943066906	
GA00943067066	
GA00943067600	GA00989163566
GA00943067899	
GA00943068593	GA00886309872
GA00943070830	
GA00943071802	
GA00943072140	
GA00943074461	
GA00943074550	
GA00943074917	
GA00943078726	
GA00943079420	GA00890413102
GA00943082472	
GA00943082650	
GA00943084238	
GA00943086737	
GA00943087709	
GA00943088136	
GA00943089930	
GA00943090661	GA00919819065
GA00943091900	
GA00943095442	GA00988907499
GA00943096880	
GA00943097496	GA00930242756
GA00943097674	
GA00943098557	
GA00943100896	
GA00943102295	
GA00943102740	
GA00943103089	
GA00943103267	
GA00943103801	GA00976802357
GA00943104883	
GA00943105111	GA00988777463
GA00943105855	GA00971049413
GA00943106649	
GA00943107254	
GA00943107432	GA00990787352
GA00943111367	
GA00943112339	
GA00943112517	
GA00943114005	GA00988177040
GA00943114382	GA00984850395
GA00943114560	
GA00943114838	
GA00943116326	
GA00943116415	GA00889210052
GA00943117942	
GA00943118191	
GA00943118647	
GA00943121788	
GA00943122393	
GA00943122849	GA00948697866
GA00943125864	
GA00943127352	
GA00943128235	GA00988971987
GA00943128502	
GA00943134014	
GA00943135185	
GA00943138567	
GA00943140448	
GA00943141509	GA00911382296
GA00943142203	GA00988226130
GA00943142947	GA00989010018
GA00943143374	GA00941036813
GA00943145962	GA00943145962
GA00943147639	
GA00943147906	
GA00943148244	
GA00943148422	GA00965060340
GA00943150680	
GA00943151385	
GA00943151830	
GA00943152624	
GA00943153884	GA00986599401
GA00943154945	GA00952088394
GA00943155739	
GA00943159904	
GA00943160546	
GA00943161518	
GA00943161895	
GA00943162301	
GA00943162956	GA00943230153
GA00943163294	
GA00943163472	
GA00943163561	
GA00943163928	
GA00943164622	GA00991790594
GA00943164800	GA00979751710
GA00943165971	GA00958159528
GA00943166110	
GA00943168164	GA00913522362
GA00943168253	GA00980329399
GA00943169969	
GA00943170401	
GA00943170789	
GA00943172722	GA00988490059
GA00943173249	
GA00943173516	
GA00943173605	
GA00943174687	
GA00943176620	
GA00943178496	
GA00943178585	
GA00943179557	
GA00943180555	
GA00943183570	
GA00943184097	GA00983493904
GA00943184186	
GA00943184542	
GA00943185514	
GA00943186219	
GA00943188440	
GA00943189145	
GA00943189412	
GA00943190410	
GA00943190976	
GA00943196540	
GA00943197245	GA00986012141
GA00943201439	
GA00943206120	
GA00943208352	
GA00943209235	
GA00943210500	
GA00943211205	GA00980145026
GA00943211949	
GA00943215847	
GA00943218862	
GA00943218951	
GA00943220921	
GA00943223858	
GA00943224196	GA00988223344
GA00943224285	GA00929445805
GA00943224463	
GA00943226229	
GA00943226784	
GA00943227756	GA00856919382
GA00943229422	GA00947656856
GA00943230153	GA00924654872
GA00943232741	
GA00943232830	
GA00943233357	
GA00943234884	
GA00943234973	
GA00943235767	GA00979906706
GA00943235945	
GA00943238782	
GA00943239010	
GA00943244928	
GA00943245444	
GA00943245533	
GA00943246238	
GA00943246416	
GA00943246971	
GA00943247587	GA00918408703
GA00943249253	GA00960480686
GA00943250073	
GA00943250995	
GA00943251045	
GA00943253188	GA00938507015
GA00943254516	
GA00943254893	
GA00943255776	GA00992392886
GA00943256926	
GA00943257086	GA00986657665
GA00943257620	
GA00943260672	
GA00943264570	GA00992816813
GA00943266336	
GA00943267596	
GA00943269084	
GA00943270260	GA00983636187
GA00943273553	GA00989276190
GA00943274991	
GA00943276390	
GA00943276668	
GA00943276757	GA00989004891
GA00943277184	
GA00943278512	
GA00943279861	GA00984980744
GA00943279950	
GA00943281386	GA00988839183
GA00943285195	GA00989227734
GA00943285918	
GA00943286523	
GA00943287139	GA00989215388
GA00943289549	
GA00943289727	GA00989025198
GA00943289816	
GA00943294445	
GA00943294623	
GA00943294712	
GA00943295328	GA00917445141
GA00943296588	GA00989279408
GA00943296677	
GA00943298432	
GA00943298521	GA00889215372
GA00943298610	GA00977054001
GA00943302715	GA00935883571
GA00943304947	GA00828829092
GA00943306168	
GA00943306346	
GA00943306990	
GA00943308489	
GA00943308845	GA00954688526
GA00943309094	
GA00943309183	
GA00943309817	
GA00943310270	GA00980420744
GA00943310459	
GA00943311153	
GA00943311331	
GA00943312214	GA00915254209
GA00943312680	
GA00943315329	
GA00943317283	
GA00943317739	
GA00943318344	GA00992969237
GA00943321485	
GA00943321663	GA00989195832
GA00943322724	
GA00943322813	GA00979739753
GA00943327971	
GA00943331340	GA00981353994
GA00943332401	
GA00943335893	
GA00943336776	GA00980243532
GA00943337659	
GA00943338531	
GA00943340501	
GA00943341117	
GA00943343705	
GA00943345759	GA00826636572
GA00943346275	
GA00943347069	
GA00943347336	
GA00943348863	GA00989218603
GA00943350299	GA00956871395
GA00943350388	GA00950523999
GA00943350566	GA00977499836
GA00943351449	GA00988432105
GA00943351716	GA00935258197
GA00943353492	
GA00943354286	
GA00943355436	
GA00943355991	
GA00943361126	
GA00943364230	
GA00943367701	
GA00943368406	
GA00943375623	GA00863948592
GA00943376506	GA00988985589
GA00943377588	GA00989188453
GA00943377855	GA00981174860
GA00943378649	
GA00943378916	
GA00943379343	
GA00943379610	
GA00943381135	GA00957293166
GA00943381313	GA00979320914
GA00943383189	GA00976038401
GA00943383456	
GA00943383634	
GA00943384061	
GA00943384150	
GA00943385300	
GA00943386005	
GA00943386560	GA00943416893
GA00943386749	
GA00943386838	
GA00943387176	GA00915068553
GA00943387354	GA00943753709
GA00943387532	GA00978614582
GA00943387621	GA00988427667
GA00943390584	
GA00943391378	
GA00943392617	
GA00943393222	
GA00943396426	
GA00943396604	
GA00943398291	
GA00943398380	
GA00943398569	
GA00943398925	
GA00943399441	
GA00943403546	
GA00943404062	
GA00943404429	
GA00943404607	GA00930768871
GA00943404984	
GA00943405301	GA00979448031
GA00943405689	
GA00943412707	GA00911608103
GA00943415811	
GA00943416605	
GA00943416893	
GA00943422583	GA00954580059
GA00943423199	
GA00943424349	
GA00943424527	GA00991781986
GA00943425787	
GA00943427364	GA00966588330
GA00943427542	
GA00943428336	
GA00943428425	
GA00943428891	
GA00943430772	
GA00943430861	
GA00943431388	
GA00943432082	
GA00943432449	
GA00943432805	GA00991388222
GA00943433054	
GA00943436169	
GA00943436347	
GA00943436703	
GA00943438102	GA00994906232
GA00943442681	
GA00943446768	
GA00943449228	
GA00943449317	
GA00943450870	
GA00943453519	GA00989168479
GA00943453896	
GA00943457328	
GA00943457417	GA00930835463
GA00943457972	
GA00943458588	GA00943458677
GA00943458677	
GA00943458855	GA00943458677
GA00943459916	
GA00943461341	
GA00943461708	GA00938455384
GA00943462313	
GA00943462879	
GA00943463484	
GA00943465606	
GA00943467005	
GA00943467749	GA00889014482
GA00943468532	
GA00943470057	
GA00943470324	GA00984824467
GA00943471029	
GA00943471584	
GA00943472467	
GA00943472823	
GA00943473161	
GA00943473250	
GA00943474133	
GA00943474877	
GA00943475393	GA00937270151
GA00943475849	
GA00943477248	
GA00943479291	
GA00943480656	
GA00943480745	
GA00943481172	
GA00943482500	
GA00943482799	GA00916694385
GA00943483671	
GA00943484287	
GA00943484465	
GA00943486220	GA00956182182
GA00943487847	
GA00943488185	GA00967303003
GA00943490066	
GA00943490899	
GA00943492476	GA00929263162
GA00943494975	
GA00943495947	
GA00943497257	GA00943646554
GA00943497346	
GA00943498873	GA00989117009
GA00943499667	
GA00943500657	GA00980983099
GA00943500924	
GA00943501262	
GA00943501440	GA00988814350
GA00943501718	GA00943502323
GA00943502323	
GA00943502412	GA00943502323
GA00943502501	
GA00943502889	GA00991977953
GA00943503206	
GA00943503672	
GA00943504377	
GA00943504555	
GA00943506043	GA00989224425
GA00943506698	
GA00943506965	
GA00943507015	
GA00943507392	
GA00943508186	
GA00943508631	
GA00943509425	GA00988948462
GA00943510423	
GA00943510601	
GA00943511128	GA00912589005
GA00943511217	
GA00943511772	
GA00943512000	
GA00943512299	GA00913536770
GA00943512744	
GA00943512922	
GA00943513082	
GA00943513716	
GA00943514410	
GA00943515026	
GA00943517991	
GA00943519579	
GA00943519668	
GA00943520488	
GA00943520666	GA00989178210
GA00943521182	
GA00943523215	
GA00943523959	
GA00943525080	
GA00943525536	
GA00943525803	
GA00943526141	
GA00943527024	GA00957082998
GA00943529167	GA00989094521
GA00943529612	
GA00943530076	
GA00943530165	
GA00943530610	
GA00943531781	
GA00943532664	
GA00943533369	
GA00943533458	
GA00943534241	GA00988409030
GA00943536007	
GA00943536562	
GA00943537267	
GA00943538050	GA00989169963
GA00943538883	GA00989258753
GA00943538972	GA00959359245
GA00943539111	GA00959359245
GA00943539677	GA00989208594
GA00943540853	GA00989170341
GA00943542252	
GA00943542708	
GA00943544751	
GA00943545634	GA00988390011
GA00943546428	
GA00943546983	GA00989236725
GA00943547122	
GA00943547211	GA00982793688
GA00943547688	
GA00943547955	
GA00943548005	GA00943547955
GA00943548560	
GA00943548927	
GA00943549443	GA00979492308
GA00943549532	
GA00943549710	GA00989648152
GA00943550263	
GA00943550441	
GA00943551413	GA00985592039
GA00943552495	
GA00943554072	
GA00943554161	
GA00943554439	
GA00943555222	
GA00943556482	
GA00943556849	GA00983189180
GA00943557365	
GA00943557454	
GA00943558604	GA00988612901
GA00943559120	GA00938701237
GA00943559775	
GA00943560218	GA00966765836
GA00943560862	GA00988445177
GA00943561001	GA00986361197
GA00943564582	GA00989239880
GA00943565732	GA00915638147
GA00943567042	
GA00943568103	
GA00943568758	GA00995722720
GA00943568936	
GA00943569363	
GA00943570094	
GA00943570183	GA00987620323
GA00943571155	
GA00943571422	
GA00943571600	
GA00943571988	
GA00943572038	
GA00943572771	
GA00943574448	
GA00943574537	
GA00943574626	
GA00943575142	GA00989226762
GA00943577285	
GA00943577374	
GA00943577463	
GA00943577552	
GA00943578168	
GA00943578524	
GA00943578990	
GA00943579873	
GA00943580960	
GA00943582092	GA00991609407
GA00943582637	
GA00943582815	
GA00943584303	GA00992083751
GA00943585563	
GA00943586713	
GA00943588112	GA00989099132
GA00943589739	
GA00943592225	
GA00943592691	
GA00943593841	
GA00943598088	
GA00943599416	
GA00943599882	
GA00943603332	GA00980056368
GA00943604770	GA00988965359
GA00943605009	
GA00943608024	
GA00943608490	
GA00943608679	
GA00943609551	GA00989167952
GA00943610649	
GA00943610916	
GA00943611343	
GA00943611432	GA00988935379
GA00943611521	
GA00943612048	
GA00943612226	GA00993866792
GA00943612781	
GA00943613664	
GA00943615152	GA00946819441
GA00943615608	GA00984320310
GA00943616779	
GA00943617740	
GA00943618178	GA00989014501
GA00943619506	
GA00943619794	
GA00943621020	
GA00943621586	GA00989224379
GA00943622558	GA00989163884
GA00943623341	
GA00943625840	
GA00943626189	
GA00943626278	
GA00943626545	
GA00943627517	
GA00943630291	GA00981962273
GA00943634289	
GA00943634645	
GA00943635706	
GA00943636222	GA00991799931
GA00943636699	GA00989196693
GA00943636966	GA00989264656
GA00943638098	
GA00943639892	GA00888997032
GA00943643172	
GA00943646198	GA00977494958
GA00943646465	GA00912230252
GA00943646554	GA00935258197
GA00943648042	GA00917376328
GA00943648131	
GA00943648875	
GA00943649847	
GA00943650756	
GA00943652511	
GA00943655081	
GA00943656975	
GA00943659524	GA00935330785
GA00943661227	
GA00943661782	
GA00943661871	
GA00943662010	GA00930870145
GA00943662398	
GA00943663092	
GA00943663270	
GA00943663459	
GA00943665214	
GA00943665680	
GA00943666741	
GA00943671648	
GA00943672520	GA00990040729
GA00943672997	
GA00943674019	
GA00943675635	GA00989161059
GA00943676607	
GA00943686939	
GA00943687900	
GA00943689210	
GA00943692718	
GA00943693056	
GA00943698570	
GA00943698848	
GA00943699097	GA00989175831
GA00943699275	GA00989163647
GA00943699631	
GA00943700087	
GA00943700265	
GA00943702942	
GA00943703469	
GA00943703647	
GA00943704430	
GA00943705879	GA00989134116
GA00943706018	
GA00943706395	GA00989129406
GA00943706573	GA00946598038
GA00943706840	
GA00943707901	GA00989221965
GA00943708428	
GA00943709866	
GA00943710597	
GA00943710775	GA00989865528
GA00943719721	GA00930223085
GA00943720452	
GA00943721246	GA00819381712
GA00943721335	
GA00943721424	
GA00943724350	
GA00943725144	
GA00943725799	
GA00943728526	
GA00943729220	GA00945845597
GA00943733066	
GA00943733988	GA00984599730
GA00943734127	
GA00943734216	
GA00943734305	GA00951408743
GA00943734682	GA00989199218
GA00943734860	
GA00943735743	
GA00943739730	
GA00943741344	GA00988950106
GA00943741522	
GA00943742960	GA00932251868
GA00943743576	
GA00943743843	
GA00943744459	
GA00943744548	
GA00943744815	
GA00943745420	
GA00943747008	
GA00943747474	
GA00943753075	
GA00943753709	
GA00943753997	
GA00943755752	
GA00943756813	
GA00943758956	GA00953552930
GA00943759006	
GA00943759383	GA00932024845
GA00943759472	
GA00943760004	
GA00943760381	
GA00943760748	
GA00943761353	
GA00943762058	
GA00943762147	GA00916218753
GA00943762236	
GA00943765618	
GA00943768900	
GA00943771030	
GA00943775028	
GA00943775494	
GA00943778787	
GA00943779015	
GA00943779104	GA00989282379
GA00943779392	
GA00943780757	GA00988309303
GA00943780846	
GA00943781273	
GA00943781451	
GA00943782601	
GA00943783950	
GA00943784000	GA00976962052
GA00943784299	
GA00943785260	
GA00943785805	
GA00943786232	GA00976690583
GA00943786321	GA00981068149
GA00943786410	GA00976204034
GA00943787026	
GA00943787204	GA00933804666
GA00943787670	
GA00943789436	GA00992053453
GA00943789703	GA00958028733
GA00943791961	
GA00943792488	
GA00943792666	
GA00943792755	
GA00943792933	
GA00943793182	
GA00943793271	GA00989049259
GA00943794065	GA00989181483
GA00943794243	
GA00943795770	GA00988919292
GA00943797714	
GA00943799857	
GA00943800936	
GA00943801819	
GA00943802246	
GA00943802602	
GA00943803218	
GA00943805350	
GA00943805806	
GA00943806411	
GA00943807582	
GA00943808732	
GA00943809615	
GA00943809992	
GA00943810079	GA00947513419
GA00943811695	
GA00943812578	GA00989160532
GA00943812934	
GA00943814333	
GA00943814988	
GA00943815127	
GA00943815216	
GA00943815593	GA00983256597
GA00943823049	
GA00943823782	
GA00943823871	GA00993348481
GA00943824665	GA00972414972
GA00943824932	GA00938431744
GA00943825904	
GA00943826331	GA00837886252
GA00943828008	GA00929449991
GA00943828830	GA00989025813
GA00943829268	GA00989163485
GA00943829446	
GA00943830711	
GA00943831149	GA00986531289
GA00943831327	
GA00943832021	
GA00943833826	GA00910457764
GA00943834164	
GA00943835047	
GA00943838240	
GA00943839689	GA00985050724
GA00943841659	
GA00943842353	
GA00943847312	
GA00943847878	
GA00943851514	GA00﻿989049631
GA00943852863	GA00989033832
GA00943853002	
GA00943854629	
GA00943857555	GA00989240242
GA00943857644	
GA00943860041	
GA00943861846	
GA00943862907	
GA00943864306	
GA00943864861	GA00989228870
GA00943865833	
GA00943866260	
GA00943869375	
GA00943870918	GA00929288319
GA00943871612	
GA00943872694	
GA00943872872	GA00952523473
GA00943873011	GA00988850748
GA00943874905	
GA00943876304	
GA00943876592	
GA00943879796	GA00950700661
GA00943880417	
GA00943881855	
GA00943882193	
GA00943882460	GA00962110622
GA00943883432	GA00992590335
GA00943883610	
GA00943883998	GA00989140531
GA00943884048	
GA00943885397	
GA00943885486	
GA00943886458	GA00988603198
GA00943887241	GA00985346216
GA00943887985	
GA00943888868	GA00945492228
GA00943889929	
GA00943890293	GA00943626189
GA00943891176	
GA00943891265	
GA00943892881	
GA00943893020	GA00937899319
GA00943893764	
GA00943893853	
GA00943897395	
GA00943898723	
GA00943899061	
GA00943900140	
GA00943902283	GA00979579292
GA00943904782	
GA00943906270	GA00991932674
GA00943910928	
GA00943912793	
GA00943913021	GA00989971689
GA00943914559	GA00989068547
GA00943914648	GA00939704361
GA00943914826	
GA00943916403	
GA00943917752	GA00989268465
GA00943919607	
GA00943919984	
GA00943920060	
GA00943921865	
GA00943922748	GA00962959873
GA00943923175	
GA00943925585	GA00989249975
GA00943925941	
GA00943927340	GA00989048686
GA00943927529	
GA00943927618	GA00943753709
GA00943927707	
GA00943928134	
GA00943931097	
GA00943932425	
GA00943933863	
GA00943936889	
GA00943936978	
GA00943940614	
GA00943941319	
GA00943942102	
GA00943945039	GA00989162616
GA00943945128	GA00943377855
GA00943945861	GA00832315222
GA00943946744	
GA00943949204	GA00989139533
GA00943949581	GA00958524099
GA00943949670	
GA00943950679	
GA00943956332	
GA00943956510	GA00953822601
GA00943958475	
GA00943959358	
GA00943960623	
GA00943960801	
GA00943961506	GA00976280628
GA00943962855	
GA00943963460	
GA00943965315	GA00988421057
GA00943967547	
GA00943972265	
GA00943975825	
GA00943976708	GA00889031212
GA00943977402	GA00989234153
GA00943978573	
GA00943978840	
GA00943979901	
GA00943980098	
GA00943980276	
GA00943981515	
GA00943981604	GA00966843276
GA00943984530	
GA00943985146	
GA00943985324	
GA00943986029	
GA00943987645	GA00977389666
GA00943990409	
GA00943991669	
GA00943992274	GA00876770792
GA00943992363	GA00876770792
GA00943992452	
GA00943993890	
GA00943994307	GA00989061771
GA00943994684	
GA00943994773	
GA00943997233	
GA00943998671	
GA00944000224	GA00965029567
GA00944001751	GA00887396752
GA00944007059	
GA00944009191	
GA00944010289	
GA00944011439	
GA00944013938	
GA00944014365	GA00950495898
GA00944015159	
GA00944017836	GA00979173822
GA00944019146	GA00944635815
GA00944019502	GA00943646554
GA00944019790	
GA00944020411	
GA00944021493	GA00989247247
GA00944021582	GA00989191055
GA00944024042	
GA00944024220	GA00976324676
GA00944024875	GA00992391529
GA00944024964	
GA00944026096	GA00946381373
GA00944027068	
GA00944027602	GA00977050391
GA00944027890	
GA00944028307	
GA00944030565	
GA00944030743	
GA00944033203	GA00916437021
GA00944035613	
GA00944041591	
GA00944043802	GA00943508186
GA00944044507	GA00995813041
GA00944045023	
GA00944047166	GA00885814832
GA00944047344	GA00977097932
GA00944048782	
GA00944049576	GA00930196401
GA00944051090	
GA00944051902	
GA00944054928	GA00995518333
GA00944055177	
GA00944056505	
GA00944060995	GA00988069272
GA00944061134	
GA00944062750	GA00989042297
GA00944065121	
GA00944069585	GA00980866416
GA00944070028	GA00864523862
GA00944071466	GA00916936869
